0,1,2,3,4
안홍주,,,VFX 아티스트,방법: 재차의|엑시트|사바하|국가부도의 날|협상|안시성|인랑|변산|염력|장산범|그대 이름은 장미|더 킹|아수라|덕혜옹주|아가씨|궁합|럭키|검사외전|대호|뷰티 인사이드|암살|베테랑|화장|국제시장|빅매치|나의 독재자|타짜-신의 손|역린|군도: 민란의 시대|방황하는 칼날|플랜맨|동창생|히어로|고령화 가족|신세계|타워|도둑들|가비|페이스메이커|마이 웨이|푸른소금|모비딕
전대길,,,VFX 아티스트,극한직업|여곡성|물괴|강철비|보안관|루시드 드림|판도라|가려진 시간|덕혜옹주|궁합|우주의 크리스마스|검사외전|나를 잊지 말아요|도리화가|내부자들|돌연변이|은밀한 유혹|국제시장|나의 사랑 나의 신부|표적|군도: 민란의 시대|만신|남자가 사랑할 때|화이: 괴물을 삼킨 아이|감기|설국열차|은밀하게 위대하게|런닝맨|뒷담화: 감독이 미쳤어요|베를린|간첩|하울링|챔프|전우치|마더|박쥐|청출어람
천상기,,,VFX 아티스트,"죽지않는 인간들의 밤|극한직업|여곡성|물괴|강철비|원라인|마스터|곡성|로봇, 소리|오빠생각|나를 잊지 말아요|도리화가|내부자들|돌연변이|탐정 : 더 비기닝|은밀한 유혹|국제시장|나의 사랑 나의 신부|소수의견|찌라시: 위험한 소문|수상한 그녀|감시자들|이별계약|몽타주|스파이|용의자X|광해, 왕이 된 남자|5백만불의 사나이|차형사|오싹한 연애|티끌모아 로맨스|커플즈|완득이|퀵"
황진규,Hwang Jin-gyu,Hwang Jin-gyu,VFX 아티스트,자전차왕 엄복동|국제시장|감시자들|스파이|라스트 갓파더
임승묵,Seungmuk Lim,Seungmuk Lim,액션/스턴트팀,"방법: 재차의|파이프라인|국제수사|검객|소리꾼|자전차왕 엄복동|명당|탐정: 리턴즈|1987|꾼|침묵|남한산성|청년경찰|더 킹|판도라|올레|인천상륙작전|봉이 김선달|대역전|양치기들|조선마술사|특종: 량첸살인기|서부전선|협녀, 칼의 기억|연평해전|순수의 시대|쓰리 썸머 나잇|나의 절친 악당들|살인의뢰|강남 1970|국제시장|소리굽쇠|맨홀|슬로우 비디오|해적: 바다로 간 산적|좋은 친구들|표적|소수의견|명량|무명인|의궤, 8일간의 축제 3D|열한시|친구 2|깡철이|미스터 고|뜨거운 안녕|고령화 가족|전국노래자랑|공범|런닝맨|사이코메트리|7번방의 선물|타워|가문의 영광5 - 가문의 귀환|점쟁이들|5백만불의 사나이|연가시|천국의 아이들|은교|미운오리새끼|코리아|파파|퍼펙트 게임|티끌모아 로맨스|챔프|체포왕|수상한 고객들|포화속으로|청연|천군"
박진성,,,촬영팀,생일|동네사람들|인천상륙작전|봉이 김선달|검사외전|성난 변호사|내 심장을 쏴라|오늘의 연애|국제시장|두근두근 내 인생|군도: 민란의 시대|찌라시: 위험한 소문|밤의 여왕|남쪽으로 튀어|점쟁이들|R2B: 리턴투베이스|러브픽션|완득이|푸른소금|파괴된 사나이|식객2 : 김치전쟁|7급 공무원|외톨이|용의주도 미스신|무서운 이야기 3 '여우골'|무서운 이야기2'444'
류단희,,,소품팀,퍼펙트맨|사바하|인랑|아가씨|두 번째 스물|시간이탈자|화장|국제시장|연가시|댄싱퀸
박준호,,,VFX 아티스트,반도|다만 악에서 구하소서|사바하|완벽한 타인|안시성|7년의 밤|염력|미옥|남한산성|군함도|하루|판도라|형|밀정|국가대표 2|부산행|궁합|조선마술사|순수의 시대|사도|화장|장수상회|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|두근두근 내 인생|해무(海霧)|역린|방황하는 칼날|관상|더 테러 라이브|타워|도둑들|최종병기 활|퀵|고지전|마마|달빛 길어올리기|페스티발|초능력자|무적자|악마를 보았다|아저씨|구세주 2
설동성,SEOL Dong-sung,SEOL Dong-sung,포스터사진,언니|지금 만나러 갑니다|반드시 잡는다|덕혜옹주|오피스|경성학교: 사라진 소녀들|몽골리안 프린세스|국제시장|명량
박재호,,,VFX 아티스트,서복|사바하|국가부도의 날|협상|안시성|인랑|변산|사라진 밤|염력|꾼|미옥|대장 김창수|남한산성|군함도|하루|그대 이름은 장미|판도라|형|밀정|국가대표 2|부산행|궁합|순정|좋아해줘|조선마술사|극적인 하룻밤|순수의 시대|사도|장수상회|화장|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|두근두근 내 인생|역린|방황하는 칼날|플랜맨|동창생|히어로|감기|숨바꼭질|스파이|타워|도둑들
박영신,,,VFX 매니지먼트,국가부도의 날|협상|안시성|인랑|변산|사라진 밤|염력|그대 이름은 장미|목숨 건 연애|형|밀정|국가대표 2|부산행|궁합|순정|좋아해줘|극장판 꼬마버스 타요의 에이스 구출작전|조선마술사|극적인 하룻밤|순수의 시대|사도|화장|장수상회|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|두근두근 내 인생|해무(海霧)
권수연,,,미술팀,봉오동 전투|악질경찰|극한직업|국가대표 2|아가씨|암살|국제시장|인간중독|런닝맨|돈의 맛|의뢰인|시라노; 연애조작단
류주환,,,세트미술팀,"백두산|나랏말싸미|진범|미성년|PMC: 더 벙커|창궐|남한산성|대립군|보통사람|왕을 참하라|더 킹|혼숨|고산자, 대동여지도|부산행|아가씨|나를 잊지 말아요|암살|베테랑|무뢰한|내 심장을 쏴라|상의원|국제시장|카트|패션왕|인간중독|소수의견|관능의 법칙|수상한 그녀|살인자|노브레싱|감기|더 테러 라이브|스파이|사이코메트리|타워|나의 PS 파트너 |간첩|R2B: 리턴투베이스|돈의 맛|은교|기생령"
노한결,,,그립,"인질|광대들: 풍문조작단|엑시트|우상|말모이|성난황소|레슬러|기억의 밤|부라더|장산범|살인자의 기억법|싱글라이더|재심|당신, 거기 있어줄래요|판도라|걷기왕|곡성|비밀은 없다|돌연변이|협녀, 칼의 기억|베테랑|경성학교: 사라진 소녀들|허삼관|국제시장"
강신철,GANG Sin-cheol,GANG Sin-cheol,배우,"내가 죽던 날|백두산|클로젯|어쩌다, 결혼|PMC: 더 벙커|삼촌|신과함께-인과 연|1987|침묵|특별시민|어느날|싱글라이더|대결|터널|소시민|남과 여|내부자들: 디 오리지널|내부자들|치외법권|프로젝트 패기|사랑이 이긴다|허삼관|국제시장|거인|나의 사랑 나의 신부|군도: 민란의 시대|롤러코스터|소원|더 테러 라이브|여배우는 너무해|577 프로젝트|러브픽션|범죄와의 전쟁: 나쁜놈들 전성시대|최종병기 활|비스티 보이즈|나의 스캔들|시간"
홍정희,HONG Jung-hee,HONG Jung-hee,VFX 아티스트,"도리화가|은밀한 유혹|국제시장|나의 사랑 나의 신부|소수의견|찌라시: 위험한 소문|수상한 그녀|집으로 가는 길|감시자들|이별계약|몽타주|스파이|광해, 왕이 된 남자|나쁜 피|고양이 춤|카운트다운|도가니|가문의 영광4 - 가문의 수난|블라인드|위험한 상견례|로맨틱 헤븐|수상한 이웃들|나는 아빠다|그대를 사랑합니다|황해|헬로우 고스트|돌이킬 수 없는|소와 함께 여행하는 법|참을 수 없는|심야의 F.M.|퀴즈왕|마음이2|포화속으로|작은 연못|된장|펜트하우스 코끼리|파주|해운대|슬픔보다 더 슬픈 이야기|탈주|1724 기방난동사건|크로싱|라듸오 데이즈|싸움|스카우트|엠|이장과 군수|김관장 대 김관장 대 김관장|오래된 정원|올드미스다이어리|누가 그녀와 잤을까?|우리들의 행복한 시간|맨발의 기봉이|음란서생|백만장자의 첫사랑|야수|광식이 동생 광태|무영검|형사 Duelist|미안해, 고마워"
박길수,PARK Gil-soo,PARK Gil-soo,배우,"메기|죄 많은 소녀|당신, 거기 있어줄래요|국제시장|플랜맨|동창생|분노의 윤리학|7번방의 선물|모크샤... 나는 혹은 세상은 어떻게 작동하는가|부러진 화살|달빛 길어올리기|헬로우 고스트|식객2 : 김치전쟁|로니를 찾아서|핸드폰|이상한 나라의 바툼바|어린 왕자|무방비도시|식객|극락도 살인사건|마강호텔|예의없는 것들|각설탕|한반도|나의 결혼원정기|몽정기2|효자동 이발사|태극기 휘날리며|바람난 가족|오아시스|취화선|꽃섬|라이방|종합병원(천일동안)|춘향뎐(春香傳)|박하사탕|송어|유령|인정사정 볼 것 없다|토요일 오후2시|창(노는계집 창)|나쁜 영화|넘버 3|천재선언|태백산맥|구미호|세상 밖으로|서편제|달빛소나타|걸작의 꿈|옆집아들|실종|가족시네마|귀 鬼"
배준수,BAE Jun-su,BAE Jun-su,미술/프로덕션 디자인,제8일의 밤|유열의 음악앨범|사라진 밤|부라더|이웃집 스타|개를 훔치는 완벽한 방법|국제시장|마음|스파이|심야의 F.M.|해운대|눈에는 눈 이에는 이|리턴|쏜다|잘 살아보세|마이 캡틴 김대출|태풍|우리 형|가족
손영순,SON Young-soon,SON Young-soon,배우,"백두산|판소리 복서|가장 보통의 연애|꽃손|동네사람들|안시성|부라더|난폭한 기록|엽기적인 그녀 2|섬. 사라진 사람들|오빠생각|히말라야|성난 변호사|오피스|국제시장|일어나요, 춘자씨|싸이보그지만 괜찮아|괴물|봄날은 간다|박하사탕|초록물고기|죽어도 좋은 경험: 천사여 악녀가 되라|아름다운 임종|한복자|할머니, 나이스 샷!!|더 로드|백야|소풍|남면(南面) 버스|사돈|비둘기|어나더 미"
류성희,RYU Seong-hee,RYU Seong-hee,미술/프로덕션 디자인,나랏말싸미|아가씨|아가씨(확장판)|암살|국제시장|변호인|뒷담화: 감독이 미쳤어요|고지전|만추|마더|박쥐|헨젤과 그레텔|싸이보그지만 괜찮아|괴물|달콤한 인생|올드보이|살인의 추억|피도 눈물도 없이|꽃섬|쓰리 몬스터
김슬기,KIM Seul-ki,KIM Seul-ki,배우,연애 빠진 로맨스|고속도로 가족|광대들: 풍문조작단|선물|조작된 도시|달빛궁궐|국가대표 2|그날의 분위기|국제시장|수상한 그녀|무서운 이야기 2
박강,PARK Kang,PARK Kang,연출팀,이웃사촌|백두산|1987|양치기들|멜리스|국제시장|모비딕|고갈|아내가 결혼했다|은하해방전선|소문|청소년 드라마의 이해와 실제
최형승,,,동시녹음팀,배반의 장미|국제시장|신의 한 수|군도: 민란의 시대|욕정이 활활|댄싱퀸|아버지는 개다
이종석,LEE Jong-seok,LEE Jong-seok,감독,협상|그것만이 내 세상|히말라야|국제시장|더 킥|리턴
황중현,HWANG Jung-hyun,HWANG Jung-hyun,미술/프로덕션 디자인,PMC: 더 벙커|소녀의 세계|덫: 치명적인 유혹|국제시장|변호인|집으로 가는 길|열한시|뒷담화: 감독이 미쳤어요|영웅 - 샐러멘더의 비밀|고지전|어쿠스틱|친정엄마|죽이고 싶은|불꽃처럼 나비처럼|마더|GP 506|싸이보그지만 괜찮아|태풍|알포인트|태극기 휘날리며|그곳에 있다.|트릴
최태환,CHOI Tea-hwan,CHOI Tea-hwan,액션/스턴트팀,"맞짱|바람 바람 바람|리얼|공조|커터|개: dog eat dog|하프|살인의뢰|국제시장|우리는 형제입니다|하이힐|용의자|캐치미|더 파이브|스파이|나의 PS 파트너 |노크|나는 왕이로소이다|시체가 돌아왔다|최종병기 활|헤드|평양성|구르믈 버서난 달처럼|거북이 달린다|김씨표류기|DMZ, 비무장지대|나두야 간다|하류인생|어깨동무|내사랑 싸가지|런투유(RUN 2 U)|2009로스트메모리즈|나에게 오라|테러리스트|변신전사 트렌스토디|땡칠이와 쌍라이트|우주 경찰 휴먼 파워 2|쌍둥이 영구와 대부|별당 형래와 여의주 작전|영구 헐크와 형래 대부"
최미나,,,DI팀,"달밤체조 2015|메리 크리스마스 미스터 모|특별시민|서울역|슈퍼 프렌즈|우리들|탐정 홍길동: 사라진 마을|사돈의 팔촌|스틸 플라워|글로리데이|동주|극적인 하룻밤|도리화가|돌연변이|비밀|성난 변호사|뷰티 인사이드|협녀, 칼의 기억|은밀한 유혹|프랑스 영화처럼|들꽃|라이브 TV|사도|베테랑|나의 절친 악당들|무뢰한|장수상회|스물|쎄시봉|오늘의 연애|상의원|국제시장|목숨|빅매치|나의 독재자|마담 뺑덕|슬로우 비디오|타짜-신의 손|해무(海霧)|우는 남자|젊은 엄마 2|표적|소수의견|춘하추동 로맨스|안녕, 투이|명량|이쁜 것들이 되어라|한공주|찌라시: 위험한 소문|수상한 그녀|집으로 가는 길|열한시|배우는 배우다|감기|감시자들|공범|최종병기 활|치킨게임|세컨어카운트|자각몽"
진승희,,,의상팀,"스윙키즈|조선명탐정: 흡혈괴마의 비밀|국제시장|명량|변호인|광해, 왕이 된 남자|바람과 함께 사라지다"
조형준,,,특수분장,"수색자|좋은 사람|검객|창궐|아웃도어 비긴즈|퍼즐|군함도|리얼|원라인|재심|조작된 도시|당신, 거기 있어줄래요|판도라|아수라|터널|부산행|아가씨|곡성|탐정 홍길동: 사라진 마을|미씽: 사라진 여자|비밀은 없다|해어화|검사외전|로봇, 소리|오빠생각|대호|히말라야|내부자들|검은 사제들|협녀, 칼의 기억|암살|간신|베테랑|경성학교: 사라진 소녀들|살인의뢰|조선명탐정 : 사라진 놉의 딸|강남 1970|허삼관|국제시장|마담 뺑덕|해무(海霧)|신의 한 수|황제를 위하여|우는 남자|역린|군도: 민란의 시대|끝까지 간다|방황하는 칼날|남자가 사랑할 때|용의자|친구 2|화이: 괴물을 삼킨 아이|관상|감기|미스터 고|감시자들|더 웹툰: 예고살인|신세계|무서운 이야기 2 '탈출'"
조훈,,,조명팀,리벤져|국제시장|맛있는 섹스 그리고 사랑
전은지,,,VFX 아티스트,마녀|마약왕|물괴|바람 바람 바람|골든슬럼버|강철비|브이아이피|특별시민|더 킹|공조|극적인 하룻밤|순수의 시대|사도|화장|장수상회|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|두근두근 내 인생|해무(海霧)|역린|방황하는 칼날|플랜맨|동창생|히어로|관상|감기|숨바꼭질|더 테러 라이브|고령화 가족|마이 라띠마|신세계|타워|도둑들|가비|페이스메이커|마이 웨이|투혼|최종병기 활|퀵|고지전|플레이|아이들...|글러브|초능력자|시|전우치|여배우들|박쥐
임은지,,,VFX 아티스트,점박이 한반도의 공룡2 : 새로운 낙원|목숨 건 연애|판도라|형|부산행|다이노X 탐험대|순정|좋아해줘|조선마술사|극적인 하룻밤|순수의 시대|사도|화장|장수상회|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|두근두근 내 인생|해무(海霧)|역린|방황하는 칼날|플랜맨|동창생|관상|감기|숨바꼭질|더 테러 라이브|고령화 가족|마이 라띠마|신세계|타워
임승희,RIM Seung-hee,RIM Seung-hee,의상,스윙키즈|조선명탐정: 흡혈괴마의 비밀|염력|대립군|덕혜옹주|부산행|오빠생각|도리화가|조선명탐정 : 사라진 놉의 딸|허삼관|국제시장|해적: 바다로 간 산적|명량|변호인|돈의 맛|범죄와의 전쟁: 나쁜놈들 전성시대|대한민국 1%|이장과 군수|아내의 애인을 만나다|내 여자친구를 소개합니다|청풍명월(淸風明月)|나비|인류 멸망 보고서 '해피 버스 데이'
이진희,LEE Jin-hee,LEE Jin-hee,배우,모가디슈|돌멩이|식구|메리 크리스마스 미스터 모|국제시장|변호인|48미터|너는 펫
이정희,,,온라인마케팅,PMC: 더 벙커|협상|탐정: 리턴즈|7년의 밤|골든슬럼버|그것만이 내 세상|1987|남한산성|군함도|불한당: 나쁜 놈들의 세상|싱글라이더|공조|마스터|인천상륙작전|봉이 김선달|아가씨|탐정 홍길동: 사라진 마을|궁합|미씽: 사라진 여자|시간이탈자|좋아해줘|나를 잊지 말아요|히말라야|도리화가|탐정 : 더 비기닝|은밀한 유혹|악의 연대기|순수의 시대|베테랑|장수상회|오늘의 연애|국제시장|좋은 친구들|마녀|명량|찌라시: 위험한 소문|집으로 가는 길|열한시|홍길동의 후예|호우시절|좋지 아니한가
이원경,LEE Won-kyung,LEE Won-kyung,음악 믹싱/레코딩,남한산성|인어전설|눈꺼풀|더 킹|시소|국제시장|더 파이브|롤러코스터|관상|그대를 사랑합니다|비상|저 달이 차기 전에|미안하다 독도야|00씨의 하루
이성진,LEE Seong-jin,LEE Seong-jin,사운드,"싱크홀|윤희에게|완벽한 타인|창궐|버닝|아버지를 찾아서|치즈인더트랩|조선명탐정: 흡혈괴마의 비밀|대립군|노무현입니다|어느날|해빙|공조|죽여주는 여자|새오빠|국가대표 2|특별수사: 사형수의 편지|대배우|남과 여|좋아해줘|히말라야|열정같은소리하고있네|도리화가|나도 때론 포르노그라피의 주인공이고 싶다|특종: 량첸살인기|더 폰|미쓰 와이프|연평해전|쓰리 썸머 나잇|스물|조선명탐정 : 사라진 놉의 딸|허삼관|국제시장|패션왕|나의 독재자|마담 뺑덕|픽업 아티스트|돼지 같은 여자|소수의견|가시|동창생|화이: 괴물을 삼킨 아이|미스터 고|은밀하게 위대하게|파파로티|더 웹툰: 예고살인|미나문방구|뒷담화: 감독이 미쳤어요|뽀로로 극장판 슈퍼썰매 대모험|타워|음치 클리닉 |부귀영화|광해, 왕이 된 남자|이웃사람|5백만불의 사나이|두 번의 결혼식과 한 번의 장례식|나쁜 피|원더풀 라디오|오늘|투혼|챔프|조선명탐정 : 각시투구꽃의 비밀|심장이 뛴다|김종욱 찾기|이층의 악당|김복남 살인사건의 전말|마음이2|맨발의 꿈|방자전|육혈포 강도단|주문진|폭풍전야|여배우들|청담보살|펜트하우스 코끼리|여행자|국가대표|보트|우리 집에 왜 왔니|실종|마린보이|탈주|히말라야, 바람이 머무는 곳|김씨표류기|아기와 나|크로싱|여름, 속삭임|마이 뉴 파트너|슈퍼맨이었던 사나이|라듸오 데이즈|더 게임|뜨거운 것이 좋아|세븐 데이즈|두 얼굴의 여친|좋지 아니한가|올드미스다이어리|조용한 세상|그해 여름|잔혹한 출근|천하장사 마돈나|사랑하니까, 괜찮아|다세포소녀|가족의 탄생|여교수의 은밀한 매력|음란서생|나의 결혼원정기|미스터 주부퀴즈왕|가문의 위기(가문의 영광2)|분홍신|공공의 적 2|말아톤|태풍태양|댄서의 순정|달콤한 인생|가능한 변화들|마파도|여고생 시집가기|귀여워|S 다이어리|바람의 파이터|신부수업|늑대의 유혹|달마야, 서울 가자|라이어|범죄의 재구성|어린 신부|그녀를 믿지 마세요|돈 텔 파파|목포는 항구다|해피 에로 크리스마스|...ing|비디오를 보는 남자|올드보이|봄날의 곰을 좋아하세요?|4인용 식탁|여고괴담 세번째 이야기: 여우계단|맛있는 섹스 그리고 사랑|별|동갑내기 과외하기|철없는 아내와 파란만장한 남편 그리고 태권소녀|해안선|유아독존|도둑맞곤 못살아|성냥팔이 소녀의 재림|일단뛰어|집으로...|나쁜 남자|괜찮아 울지마|꽃섬|라이방|인디안 썸머|더 킹|파라다이스빌라|조용한 가족|인 굿 컴퍼니|암흑 속의 세 사람|가족시네마"
이상훈,,,VFX 아티스트,"마녀|마약왕|물괴|바람 바람 바람|골든슬럼버|강철비|브이아이피|특별시민|공조|판도라|곡성|로봇, 소리|오빠생각|나를 잊지 말아요|도리화가|내부자들|돌연변이|탐정 : 더 비기닝|협녀, 칼의 기억|은밀한 유혹|제 7기사단|국제시장|카트|나의 사랑 나의 신부|소수의견|명량|찌라시: 위험한 소문|수상한 그녀|감기|미스터 고|감시자들|몽타주|스파이|나의 PS 파트너 |광해, 왕이 된 남자|바람과 함께 사라지다|차형사|퍼펙트 게임|마이 웨이|오싹한 연애|티끌모아 로맨스|커플즈|완득이|7광구|퀵|고지전|달빛 길어올리기|아이들...|평양성|페스티발|초능력자|무적자|악마를 보았다|아저씨|이끼|폭풍전야|비밀애|주유소 습격사건 2|걸프렌즈|귀향|킬 미|요가학원|작전|키친|감자심포니|7급 공무원|핸드폰|좋은 놈, 나쁜 놈, 이상한 놈 |허밍|궁녀|두 얼굴의 여친|권순분여사 납치사건|기담|황진이|중천|한반도|국경의 남쪽|사랑을 놓치다"
이무형,,,VFX 아티스트,"마녀|마약왕|물괴|바람 바람 바람|골든슬럼버|강철비|브이아이피|특별시민|공조|더 킹|판도라|형|인천상륙작전|부산행|순정|좋아해줘|조선마술사|극적인 하룻밤|순수의 시대|사도|화장|장수상회|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|두근두근 내 인생|해무(海霧)|역린|방황하는 칼날|플랜맨|동창생|히어로|관상|숨바꼭질|감기|더 테러 라이브|고령화 가족|마이 라띠마|신세계|타워|도둑들|페이스메이커|마이 웨이|투혼|최종병기 활|퀵|달빛 길어올리기|글러브|페스티발|초능력자|무적자|악마를 보았다|아저씨|베스트셀러|구르믈 버서난 달처럼|비밀애|돌멩이의 꿈|19-Nineteen|여행자|헬로우 마이 러브|킹콩을 들다|순정만화|좋은 놈, 나쁜 놈, 이상한 놈 |가루지기"
윤인경,,,라인프로듀서,암수살인|나와 봄날의 약속|판도라|국제시장|설해|결혼전야|스파이|R2B: 리턴투베이스|김종욱 찾기|백야행|국가대표|당신이 잠든 사이에|즐거운 인생|마강호텔
유성식,,,VFX 아티스트,마녀|마약왕|물괴|바람 바람 바람|골든슬럼버|강철비|브이아이피|장산범|특별시민|공조|더 킹|춘몽|인천상륙작전|조선마술사|대호|극적인 하룻밤|순수의 시대|사도|장수상회|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|두근두근 내 인생|해무(海霧)|역린|방황하는 칼날|플랜맨|동창생|히어로|관상|감기|숨바꼭질|스파이|마이 라띠마|타워|도둑들|가비|미운오리새끼|페이스메이커|마이 웨이|투혼|최종병기 활|고지전|퀵|달빛 길어올리기|평양성|페스티발|초능력자|무적자|악마를 보았다|아저씨|베스트셀러|구르믈 버서난 달처럼|비밀애|의형제|식객2 : 김치전쟁|홍길동의 후예|불신지옥|국가대표|그림자 살인|나는 행복합니다|미인도|모던보이|울학교 이티|영화는 영화다|유숙자
유상일,,,VFX 아티스트,"반도|천문: 하늘에 묻는다|백두산|마약왕|물괴|덕혜옹주|탐정 홍길동: 사라진 마을|조선마술사|히말라야|대호|극적인 하룻밤|순수의 시대|사도|장수상회|화장|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|두근두근 내 인생|해무(海霧)|역린|방황하는 칼날|플랜맨|동창생|히어로|관상|숨바꼭질|고령화 가족|마이 라띠마|신세계|타워|도둑들|가비|미운오리새끼|범죄와의 전쟁: 나쁜놈들 전성시대|페이스메이커|마이 웨이|최종병기 활|고지전|퀵|달빛 길어올리기|평양성|쩨쩨한 로맨스|이층의 악당|페스티발|초능력자|무적자|악마를 보았다|아저씨|보트|좋은 놈, 나쁜 놈, 이상한 놈 |가루지기|트럭|허밍|궁녀|권순분여사 납치사건|기담|1번가의 기적|최강로맨스|우아한 세계|마강호텔|인류멸망 보고서"
우희경,,,미술팀,소녀의 세계|국제시장
우석제,,,광고대행,"보이스|방법: 재차의|발신제한|담보|서복|다만 악에서 구하소서|백두산|신의 한 수: 귀수편|PMC: 더 벙커|협상|탐정: 리턴즈|7년의 밤|공작|그것만이 내 세상|1987|침묵|남한산성|군함도|리얼|불한당: 나쁜 놈들의 세상|임금님의 사건수첩|조작된 도시|공조|형|아수라|고산자, 대동여지도|인천상륙작전|궁합|돌연변이|은밀한 유혹|악의 연대기|순수의 시대|베테랑|손님|장수상회|쎄시봉|오늘의 연애|국제시장|마담 뺑덕|정글히어로|우는 남자|표적|소수의견|아빠를 빌려드립니다|명량|방황하는 칼날|몬스터|찌라시: 위험한 소문|수상한 그녀|집으로 가는 길|열한시|더 파이브|공범|26년|577 프로젝트|마이 웨이|도가니"
신지혜,,,미술팀,백두산|PMC: 더 벙커|하루|대립군|굿바이 싱글|남과 여|국제시장|나의 독재자|변호인
손영남,,,VFX 아티스트,PMC: 더 벙커|7년의 밤|강철비|남한산성|군함도|박열|판도라|형|밀정|국가대표 2|부산행|조선마술사|순수의 시대|사도|화장|장수상회|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|해무(海霧)|역린|방황하는 칼날|플랜맨|동창생|히어로|감기|타워|도둑들
서수석,,,라인프로듀서,스윙키즈|신과함께-인과 연|신과함께-죄와 벌|걷기 좋은 날|대배우|개를 훔치는 완벽한 방법|국제시장|건축학개론|고지전|국가대표|무한대 이야기|첫사랑 열전(종이학 편)
서준호,,,VFX 매니지먼트,미니특공대X|염력|궁합|좋아해줘|조선마술사|극적인 하룻밤|순수의 시대|사도|화장|장수상회|조선명탐정 : 사라진 놉의 딸|쎄시봉|강남 1970|국제시장|해무(海霧)
나병진,NA Byeong-jin,NA Byeong-jin,세트미술팀,"여고괴담 여섯번째 이야기 : 모교|시동|PMC: 더 벙커|좋아해줘|더 폰|탐정 : 더 비기닝|베테랑|무뢰한|상의원|국제시장|타짜-신의 손|인간중독|소수의견|군도: 민란의 시대|수상한 그녀|살인자|깡철이|감기|더 테러 라이브|공범|스파이|전설의 주먹|타워|이웃사람|R2B: 리턴투베이스|돈의 맛|간기남|부러진 화살|오싹한 연애|특수본|투혼|의뢰인|도가니|기생령|퀵|체포왕|수상한 고객들|로맨틱 헤븐|아이들...|글러브|김종욱 찾기|두 여자|퀴즈왕|시라노; 연애조작단|파괴된 사나이|방자전|하모니|백야행|불꽃처럼 나비처럼|불신지옥|해운대|물 좀 주소|마더|그림자 살인|박쥐|아내가 결혼했다|모던보이|신기전|좋은 놈, 나쁜 놈, 이상한 놈 |강철중: 공공의 적 1-1|슈퍼맨이었던 사나이|싸움|궁녀|검은 집|황진이|아들|극락도 살인사건|바람피기 좋은 날|경의선|언니가 간다|거룩한 계보|라디오 스타|예의없는 것들|플라이 대디|D-day-어느날 갑자기 세번째 이야기|네번째 층 - 어느날 갑자기 두번째 이야기|2월 29일 - 어느날 갑자기 첫번째 이야기|한반도|아파트|아랑|가족의 탄생|도마뱀|연리지|손님은 왕이다|사랑을 놓치다|홀리데이|가발|여고괴담 4 : 목소리|귀신이 산다|바람의 파이터|분신사바|효자동 이발사|아홉살 인생|실미도|황산벌|여고괴담 세번째 이야기: 여우계단|나비|선생 김봉두|광복절 특사|좋은사람있으면 소개시켜줘|몬스터|인류 멸망 보고서 '천상의 피조물' |인류 멸망 보고서 '멋진 신세계'"
김지혜,,,스크립터,아버지를 찾아서|그것만이 내 세상|성판17: 남자들의 17가지 성적 판타지|공조|히말라야|국제시장|바람과 함께 사라지다|로맨틱 헤븐|우리 이웃의 범죄|조선명탐정 : 각시투구꽃의 비밀|외톨이|전투의 매너|2월 29일 - 어느날 갑자기 첫번째 이야기|댄서의 순정
김수연,,,붐오퍼레이터,이 사랑도 전해질까요|전설의 고향|우리들의 일기|럭키|뷰티 인사이드|약장수|손님|국제시장|마담 뺑덕|해무(海霧)|자극의 세기|소문
김상용,KIM Sang-yong,KIM Sang-yong,액션/스턴트,오! 문희|맞짱|흥부: 글로 세상을 바꾼 자|머니백|공조|대결|트릭|란제리살인사건|살인의뢰|국제시장|마담 뺑덕|표적|용의자|더 파이브|톱스타|스파이|돈 크라이 마미|개들의 전쟁|바람과 함께 사라지다|나는 왕이로소이다|후궁 : 제왕의 첩|시체가 돌아왔다|화차|Mr.아이돌|최종병기 활|퀵|헤드|로맨틱 헤븐|평양성|요술|베스트셀러|집 나온 남자들|육혈포 강도단|비상|시크릿|백야행|불신지옥|해운대|거북이 달린다|핸드폰|1724 기방난동사건|님은 먼 곳에|가루지기|바르게 살자|디워|조폭마누라3|거룩한 계보|구타유발자들|청춘만화|강력 3반|간 큰 가족|댄서의 순정|까불지마|귀여워|주홍글씨|썸|도마 안중근|돈 텔 파파|내츄럴시티|조폭마누라2-돌아온 전설|청풍명월(淸風明月)|나비|품행제로|중독|보스 상륙 작전(Boss X File)|네발가락|2009로스트메모리즈|천사몽
